🉁,三
結,结𦀽𢢂𥾫髻𡚌紒
血,洫
訣,诀決𧦾
月,囝𡇹㬴肉𠥱🈷
件,侔
倹,儉
倦,勌𠉮巻劵𢛗惓𠢏
健,建羨徤
兼,慊謙傔𠔥𥡝𠔥
券,劵卷眷
剣,劍劔劒剱釼𠝏
喧,諠咺吅𧮥箮
圏,圈
堅,坚臤䋗𡉢
嫌,謙慊
建,䢖鍵健㨴
憲,宪軒𢝮𢞩憲
憲,憲
懸,悬玄𠐴𢝝
拳,卷弮捲𢮙搼㩲
捲,卷拳
検,檢
権,權权𫞐
牽,牵𪺮𢫀掔摼撁𢴡縴䊹
犬,𣴒犭犮
献,獻𤣉元抏
研,揅䂴𥓨𥓋趼硯硏硑䊙
硯,砚研䂩硏
絹,绢縜罥𦁆
県,縣
肩,𡱎𦙪𦚑𢩌
見,见
謙,谦兼嗛嫌慊詀𥡝𧫨
賢,贤矜𠤕臤䝨贒
軒,轩憲䡓𨍓𩋱𨊻
鍵,键建𨩼𨭙鑳𨵭楗
険,險礆嶮𡸴
顕,顯
験,驗騐
鹸,鹼碱
元,亓頑原圓无然献
原,愿環𠩤厡𠪥元羱𠩠𠪰𠫐𨘡然亰
厳,嚴儼𠑊
幻,眩𠄔㕕𢆱𣥌
弦,絃鉉𢎺㢺𢏸𢐁𥾏
減,减咸
源,𠫐厵𠫒厡
玄,懸眩炫𢆯𤇡泫𠵓𤣥
現,现𧠒
絃,弦絢
言,訊愆唁䇾𢍗𢍬𧩁訁𧥛𧥜讠
諺,谚喭唁𠷗𧧑
限,𣐻𨹨䦘𨵬垠𪳶㡾𨹎
乎,𠂞虖𠂠
個,个箇𠇂亇
古,固𠖠𡇣右估故沽可訶𣘁
呼,嘑虖謼吁罅𠰗唿𡀛𢧶𧦝詨喔𫮪歑
固,古胡辜怘痼𡇈
姑,𪥮盬
孤,辜觚𦣮㜾
己,已𢀒巳
庫,库𦙶
弧,𥏩
戸,戶户
故,詁辜胡雇古可
枯,楛橭𤖲秙涸𣘁𫩏
狐,瓠瓡𦍳𧲲𤜶𤝬
糊,䊀餬煳䉿𩰯𩱍𪏻𪐉𪏹𪍒
袴,裤褲胯絝𫋾
股,𦘿𦙶骰脵𫞆𦚂
胡,衚鬍號固故遐瑕瑚𠴱㗅𩑶𡋞楜䏩
菰,菇箛苽𦺠
虎,唬俿𢁺乕𢋪𧆞𧇂𪊖𪋕虝𠪳𠂰
誇,夸跨𧥢𧧳𧧭𧩊咵
跨,𨂍誇胯𡕒夸𧿾𨀗𨁣𨃖㐄
鈷,钴瑚鍸𠸋
雇,僱顧故𪄮𩿇鳸
顧,顾雇寡頋𩒒𪄮𪆚頋
鼓,皷𠡉𡔷𣫊𩉨𩉲𩉩𩊉𩌀鼔𪔎𪔐𪔨
五,乂伍𠄡㐅𫝀舞
互,㸦𠀕枑䇘氐
伍,五
午,啎仵忤𨾟
呉,吴吳
吾,禦梧𠮣𢓲𨖍唔
娯,娛娱
後,后句厚𢔏𨒥🈝
御,禦衙許啎迓𠉳𠨙𢓦𧗨𢓷𧗪衘𢕜䘘𡕺䢩馭䘖
悟,寤晤啎語𠵥𠼘忢𢛤𢤓𥄪𦤜逜
梧,𬂡吾敔䓊
瑚,𤤈胡鈷鍸
碁,棋
語,语悟
誤,误悞悮
護,护䕶
醐,𨠂𨠀𨡷
乞,气吃
鯉,鲤𩼞𩼆
交,皎蛟茭撓胶跤淆㬵🈘挍
佼,姣狡
侯,候𥎦𠋫帿𤧝矦𧇹𠨶
候,侯𠊱𠋫
倖,幸婞
光,廣𠈑㫕灮炗炚炛烡𤉭𤎫𤐥𤑋𨤡茪
公,工功容訟㒶𧆷㕣
功,工攻公貢糼紅㓛切㘦糿切
効,效
勾,區句够乚芶
厚,后後𠩞𠩰𠪀𠪋垕𡎋𡦩𡦬㫗𣆉𣆪𫝗𬖙𢈲
口,𠙵𠮚叩囗
向,嚮曏𤖾𤖽𥥩鄉
后,後厚姤𬖙𠮮
喉,㗋𦞕
坑,阬岡坈𡊬𡌖硎炕
垢,坸𡊦詬
好,𢑒𡥃𡥆㝀𩐔𤫧𡚽㚥
孔,空𡤿𣏺
孝,𡥉𡥈𢻯𡥍
宏,紘閎厷吰宖䆖𥥈広𫯞
工,功公攻紅𠜝𢀚㣉𢒄倥
巧,考𢩨㤍
巷,㟟衖𢕵𨙵䢽䣈𨜕𨞔𨞠閧闂鬨䣏𨛜
幸,倖𠂷𡴘𢆎㚔婞羍𦍒
広,廣宏弘曠昿
庚,𢈰𧟴𠩖
康,亢𠭳糠𢊪鏮𥹺
弘,𢎞𣧀広𪪺𢎪
恒,恆𢘆
慌,㤺荒茫慌慌怳
慌,慌
慌,慌
抗,亢阬炕扛伉
拘,句佝抅𢳉挶枸
控,扣拱
攻,功工供坆
昂,卬枊高興昻仰𢙾昴
晃,㨪兤晄熿爌𤒼𨉁㷲熀
更,㪅𠭍甦哽
杭,航
校,覺較效絞骹挍𤲽𨬛
梗,𣖀㾘
構,构𣕛搆購篝遘覯轂桷冓𡻉
江,𣲅𠻞
洪,共潂𤀆𤅏谼啌𫯞㓋
浩,傲皓鵠灝澔𤅆𤅡㬶浩
浩,浩
港,溝𣽣𣿑港
港,港
溝,沟港冓㳰
甲,介夾狎胛𠇚呷𡴌鉀田𦭖
皇,惶遑匡況凰煌𤽢𤽙𤽚𤽧𦤃𦤍𦤐䍿
硬,峺哽䩕鞕鯁𢙾
稿,稾槁藳藁稁
糠,穅粇康𢊪𥹺
紅,红工鴻葒功
紘,纮宏紭綋絋
絞,绞校紋䘨𦀽䋂
綱,纲䋄㭃𣓡䌉𦂴
耕,畊𠛝𣚣𥝷𦓮㹴
考,攷巧簋丂𦒱老
肯,肎𠕔𡧓𣍟肻𦚋𦙡𦘫哼𣍟
肱,𡿨躬𠃋𠫔𠫖厷𠬟厶𦙶
腔,𤟄羫
膏,高𥆕
航,杭桁斻𦨵
荒,肓慌𠃤𠯚𥞙𥠸𥡍𦮋𦱐𫟎枉㐬
行,形𧗞𧗟哘塂桁𠎢
衡,𢖍桁横櫎𠧲𠧽𡘻𡙉𪉗𧗣𢔖𨏎𡙏
講,讲購媾顜𧪸𧪿
貢,贡功𡎴
購,购構講媾𧶩𧷻𧸊𧶥
郊,狡墝高鄗
酵,𨡆𨢀𨣑
鉱,礦鑛砿磺
砿,鉱礦鑛磺
鋼,钢龬鎠
閤,合阁𬮤閣
降,洚隆鬨夅𡲣𡲛𨹓
項,项哘
香,昋𥞌䅨㿝𣌡薌𩠼𩡄𩡠麘𪏰皀𪏽
高,皋膏郊皜𠆪𦕺髙昂𠇃
鴻,鸿傭紅葒蠪𨾊䲨𩾯𪅯𪀤
剛,刚犅𠇙𠇝𠜛㓻𠝾𡬺𣗵鎠
劫,刦刧刼𠉨𠛗𠞏
号,號呺嚎𠳯
合,閤洽盍闔敆㪉𧇎盒🈴冾
壕,𡐒濠𨼍
拷,𣧏
濠,壕
豪,毫嚎儫𠢕𩫒𩫎𩫕𩫚𢑸𩫞
轟,轰𨊷𨋌𨋮𨎇軣輷
麹,麴
克,剋尅刻𠧹𠧻𠅔𠅡𡱠𣳂𡱀𠧳唭氪𠳭𠅏𠑽
刻,克剋𠚰𠛳𠜇𠞫刻
刻,刻
告,造嗥𥷚鞠榖𢍎𠰛誥吿
国,國圀囶囯
穀,谷㯏糓𣫋𥝻𥞤𥡛䅽穀榖𣖫
穀,穀𥝻糓
鵠,鹄浩䧼鶴
黒,黑
獄,狱𡈭
漉,渌𣼟
腰,𦝫要
甑,𣍎䰝𩱭
忽,勿芴曶𡯖𢗘
惚,沕𢝻惱
骨,𫩏
狛,𤝡貊
此,𣥅𣥖𡰯
頃,顷𩓏跬傾𩒵𩔥
今,𫝆岑
困,睏𣏔梱
坤,堃𠔜𠔧𡘩𡿦𡿭魂𠔜巛
墾,垦豤𡍭𡓚
婚,𡕽𡝪㛰昏𤔿𡕼𡖀
恨,很𢙃𢚉垠腋悢
懇,恳𢡆𢢽豤貇𧩺
昏,昬閽𢾞泯婚𣄼𣄾𣉈𣋯𦟲惛混𣆾𤯁
昆,崐崑焜混㒭晜𣋥罤𥊽𧲟噸
根,梎𣏄𣒨𣏅拫
梱,困㮯閫棞
混,溷昆緄崑𡇯渾昏掍𬊼𣽙
痕,𤶨垠㡾哏
紺,绀䌝
艮,㿝拫㫔𥃩𫒝民銀
魂,䰟𠇌坤旻𣮎𥸹
些,𡭟𡭶呰㱔
佐,𠇸𠡃左𥙀𪭥
叉,义㕚岔杈釵差
唆,誜𠈅
嵯,𠪉嵳𡽓𡾑
左,佐𠂇𢀡𠡃㔫🈬𡉄撯𪭥屮
差,𢀞𢀠𢀩荖嗟瘥蹉叉
査,查喳嗏
沙,𡋷𣲓𣲡砂紗
瑳,磋玼𤨛𤪩
砂,沙紗
詐,诈作酢乍𧧻
鎖,锁鎻瑣鏁𩪑
裟,㲚
坐,𡉡挫㘴𡊎㘸𡋲𠱯座𡊙巫数
座,坐𠱯𫝶𫝷
挫,銼坐剉𢲖𢚂
債,债責
催,摧磪𠮋
再,𠕂𠕅載🈞侢再
再,再
最,㝡冣𣤜𥦡撮侢最
最,最
哉,在材烖災𠳆𢦒㦲才𪟞
塞,𡔂𡺶𡨄𡩿𡫟𡫩𡫳𡫼揌㩙㥶𥤧簺賽
妻,𪥼𡜌𡜛𡜈𡝣𡚸𡜽
宰,𫳐採采滓𠈾𡨔𡨧𡪤𣪮
彩,綵啋采𣁝仔
才,纔裁在財哉𧴶手
採,采宰睬
栽,載㘽𣔮𣖋𣒭𥯒𦳦
歳,亗歲
済,濟
災,灾哉烖𢎇𡿧𣏹𤆄𤆋𤆎𤆲𤈮𤉣𥘔菑𨉇𨓌災𤉣
災,災
采,寀採釆菜宰彩睬綵埰啋𤓳
犀,𫵠𡱝𡳚𡥷𤚌犀屖
犀,犀
砕,碎摧
砦,寨𡍥𡎵𥓽
祭,𨢵𥙊𫞴
斎,齋
細,细𥿳
菜,采菜
菜,菜
裁,才材財𧚝𧚶
載,载在再栽烖葘戴縡𠁘𠧋𡔬𡕀𡙺𢀃𡙚𤱱𨊦𨌏儎
際,际察瘵
剤,劑
在,才載纔哉𡉄抂扗𥩴𡉈侢𡉠
材,裁財哉扐
罪,辠𦋛𡈚𤾐𢶀
財,财材裁才纔㒲𧵤𧸄戝𧴶
冴,冱沍
坂,岅阪板
阪,坂反𠭔𡊃岅𨹘
堺,界畍
肴,餚爻淆殽𦜂𦜚𦘬𦙩
咲,笑
崎,𫶓𡼋𡼭陭嵜埼碕㟢﨑𥔎
埼,𫮍碕崎嵜㟢﨑𥔎
碕,徛埼隑崎嵜㟢﨑𥔎
鷺,鹭鸕𩁐鴼𪆽𪇸
作,詛詐斮酢乍𠆯㑅𠈨𢓓𢼎胙做倬怍
削,操𨨺鞘鑿
咋,柞𠷆𠷿囃唶
搾,榨
昨,酢
朔,𦙚𦚿𣍮𦍤搠𣍧
柵,栅𣑭𥬰𨴕𣑭
窄,榨厏柞迮
策,筞筴䇿册𠞁𠞦𠷽𢄆敕𥫪笧𥬰𥯻𥮮箣𥳯赦敇䇲萗𥮫
索,㮦瑟𡩡𢱢𥿟䌇
錯,错昔厝措剒逪䥘𠪞䥄
桜,櫻
鮭,鲑
匙,㔭㮛𥫽䈕鍉
冊,册𠕁𠕋𠕐𥬰𥮫𠕋笧𥮫
刷,㕞𢼞杀𠛚
察,詧竊蔡際殺嚓
拶,桚㭮拃𢹵𥔨䆘𢭓
撮,最𢲻𤑧𩯉熶
擦,攃
札,剳劄扎𤵦軋𣧇
殺,杀𬆰術蔡察弑𠄒𢎊𢎓𢁛𣏂𢼢𢼴𢼡𢽅𢽆𢽘𢽯𢽺𢾈𢿔𢿹𣀎𤔮𣪆𣪖𣪩煞𧤿閷𥻦殺𢼯𢽮𠮁殺閷
殺,殺𢁛𢼡𢼯𢼢𢽅𢽆𢽘𢽮𢽯𢽺𢾈𢿔𢿹𣀎𣏂𣪆𣪖𠮁𣪩煞𤔮𧤿閷
殺,殺
薩,萨蕯
雑,雜襍
皐,皋臯睪
鯖,鲭𦙫
捌,八朳扒㧙
錆,锖䥊
鮫,鲛蛟𩊔
皿,幎四𠀜
晒,曬㬠䵘
三,𠀧叁參弎𢦘🈪🉁参叄
傘,伞𠌂繖𠋔𠍘𡙫𡙘𢄻𦇕仐𠎃
参,㕘參葠蓡叅三叁
山,屮𠙸𡶸
惨,慘
撒,𪮫𢴻攃散𢲳
散,㪚𢿱𢻞𢻦𢻾㪔𢿨𢿷𢿺𣀙撒𢻎
桟,栈棧
燦,灿
珊,𤤪𤩀
産,产滻𨹞𩥮簅產
算,選筭撰祘笇𥮅𢌺寸𥬷𥳪
纂,篹纘𥲻繤𦆈𩯳
蚕,蠶𧉕𧉂蝅蠺𧍦
讃,讚賛
賛,赞贊讃
酸,痠𨢽𨣪
餐,䬸粲飧喰囋湌飡飱𩛳
斬,斩摲
暫,暂蹔𣊙
残,殘
仕,士事仜𠇾
仔,子彩𪟞
伺,司𣱇䙾覗
使,𠉕𡷮𡥐駛
刺,剌㓨朿𣐁捇措𠚷刾
司,時思伺嗣師辭㟃𤔲
史,㕜
嗣,台司孠𢩚
四,龱𡆦駟亖𠁤𠃢𦉭肆皿
士,土事仕
始,台佁乨𠃭兘𠙉
姉,姊
姿,姕
子,仔𠙭𡐫㜽𡿹𢀇𢀈𢀉𧆰𣕓孑孒孓𡤼
屍,尸死
市,巿芾𡴄
師,师𠦵司𠵀𢂖𢃋𩇱𨸲獅帥
志,誌𢖽識幟之植知至𢗱𢗍痣𢖶
思,司私𠂺𠃼𢍄𡴓楒恖䰄𢙦𢙍
指,旨稽視𢫾脂🈯
支,枝梔𠦙𡽒𣏃𢺶搘肢攴友㗓杈丈
斯,厮鮮撕𣂕纚
施,示移弛侈𢒃𠆹𠇜𠤒𢻩𢻫𢼘𢼉𢼊𦭇䙾𩒂𣁒
旨,指𠩊𠮛𡱔𣅀㫑𣅌𤮻㫖𠤔
枝,胑肢軹支㩽歧跂柭𣏽
止,沚豸之址趾阯龰𣥂
死,尸𠒁𣦹𣦸𣦾𣧇𢀸𣥴𤯽𦭀屍夗𠑾𦫺
氏,是𠂩𫞕𨸝
獅,狮師𤜳
祉,祉
祉,祉
私,思厶𥝠和
糸,糹幺𢆯絲纟
紙,纸帋𥾬𦀦
紫,茈
肢,枝胑枳支𨈛𨈙𨈪𩨵胈
脂,指𧹛
至,資制志郅實𡉰𦤴𡊏𦤳𦤵致
視,视眡眎是示指𤋇𥄚𥄙眂𥅭視𥄙𥄇𥉙
視,視𤋇𥄙𥄚眎𥅭𥉙
詞,词䛐辭𧥝
詩,诗𧥳
試,试弑
誌,志識痣
諮,谘咨
資,资貲訾咨齎𪗋齊至茨齍恣𣣬𢢾𧷕𪗑𪗒
賜,赐易錫益睗𧶽
雌,䧳𩾰䳄鴜
飼,饲飤食𩚅飴飼
飼,飼飤
歯,齒
事,𪜃士仕吏𠁱𠫺叓𠭆𠭏𤔇剚亊
似,佀以佁𠋨𠚦仏価
侍,恃待
児,兒
字,𡥜𥤪🈑只
寺,持恃䦙𫪅
慈,磁㤵𩉋慈
慈,慈
持,寺恃待
時,时寸旹塒司㫑𣅱
次,恣佽𣄭𠕞𠤣𦮏𣬌次㳄
次,次
滋,玆孖𣳯濨𤂇稵𤀮滋
滋,滋
治,笞辭殆能遲乿𡭒𣳮𦠋𢶀冶
爾,尔尒𠇍𤕨𠑂尓𣙡濔薾邇伱你儞您𡭗𣝧𫝃
璽,玺壐𤨐𤫆鈢鉩鉨
痔,𤵁𤸟
磁,𥔵慈瓷礠
示,施視寘𥘅𡭕眎𧵋祇礻呩
而,能洏耏髵𦓐㧫𫽋
自,𦣹𦣼𨈻𩐍只
蒔,莳畤秲𦔌𦱎𦱗𦸎
辞,辤辭辝
辞,辭
汐,夕𣲠𣴁
鹿,麓角廘𢉖𢊩䴪𪋵𢈘䇶
式,栻拭
識,识䛊志誌職適幟𢨞𧥾𧨺𧬣
竺,毒笁篤𥫰
軸,轴舳𨌇
宍,肉
七,桼𠀁柒漆質
叱,𠮟訛以𠻟叱
叱,叱
執,执蟄慹𠌷𡘺𡙕𢦕秇𥝡瓡𦎃縶𠙜𡚺
失,佚𢩥泆軼怢跌
嫉,㑵𡜍𢞱愱𧪠
室,窒𩋡
悉,怸𢘤𢘻𢚊𢝕𢙍
湿,溼濕
漆,㭍柒𢒡𣑰桼𢽮𣴶𣷵𣷦𣸡𣾰七溙𢒐
疾,塈𤕬𤕼𤖏𥏂𥏦𥏴𤶅𤶥𨕾𠥻𤕺𤻣𥐃𢇻
質,质致贄櫍礩儨劕貭鑕七筫𧸲
実,實
蔀,剖𩅇
篠,筿蓧簫𥭪筱𥭸𥴽
偲,𤟧
柴,㧘祡𡍥𥓽侢
芝,𦭩芝
芝,芝
屡,屢
蕊,橤蕋蘂𣛚惢𥳝𧄜蘃繠
縞,缟
舎,舍𨩨
写,寫冩
射,䠶磔謝麝斁𡬤𢎤𨈡𨉅𨉛榭
捨,舍捨
捨,捨
赦,舍螫策𢼗𢼜𢽀𤆅𥘦
斜,邪衺
煮,煑𢐼𤆯𤑨䰞𩱰煮𤋯𤑜
煮,煮煑𤆯䰞
社,土𡉹𣒮𣴳𥙭𥙲䄕社
社,社𣴳𥙭𥙲䄕
紗,纱𠋝沙𦀛𦀟栬砂絤㠺
者,著諸者抯者
者,者
者,者
謝,谢射榭㓔繹𧬄藉
車,车𨊥𠦴𨏖俥
遮,𨖓庶𨖥冣
蛇,虵𥝀它𤜣𧉮𢕷𣙛
邪,衺餘徐斜耶𧘪𨚌
借,藉徣𠎥
勺,杓汋的酌約
尺,赤
杓,勺𣏐杓
杓,杓
灼,燋烵
爵,𫨀𬋷雀𠋓𠙘𡬠𡭌𩰧𢋺𣡫𩰥𩰨𥥼𣝣𠕢𥧀𩰣𩰦𥥼爵
爵,爵
酌,勺
釈,釋
錫,锡賜緆鬄益㒪鍚
若,叒𠭀𠭚𡧻𦱶𦱡𧁇𣞆𦴈𥉧𠰥𦱢苦𠭞𡻦若
若,若
寂,𠴫𡧘𡧤𡧯𡨁𡨜𡪌漃𢚍𥤲𥤽𥥒𥨅𧧌諔𡧴䆥
弱,溺𢐅
惹,偌𢜪𢞇
主,龶注丶炷䝬
取,聚娶耴
守,垨𡬮𡬴㝊𡧕𠱔𢬇
手,首𠦬𡴤𠂿🈐扌才龵
朱,硃珠株絑
殊,𡥛
狩,獸𩊦
珠,朱𠺾
種,种腫𥡰𥢖穜𦔉
腫,肿種穜
趣,奏掫𠮋𧺥𧻃𧼈𧼝𧻽趨𧾉
酒,酉𨠊𨠆喽
首,手道𥃻𦣻𩖐𩠐𩠬婌收𢬇
儒,𪝥濡懦𣽉𣽈偄𠍶
受,𤓾授𡬳𠭧𣄁𪝈
呪,咒喌䛆詋詶
寿,壽
寿,壽
授,受𥠢𥡑𥡾𥢓𥣍䛵㖟
樹,树侸𠊪𣕒尌𡬾𢒳𣗳𣚤𨅒
綬,绶
需,懦𦓔𩂉須𠟺西
囚,㘝龱
収,收蒐𠬞
周,週舟𠄗𠣘𠕛淍賙𠱬周
周,周
宗,衆崇
就,鷲蹙酋𡯶𡰔𡰗𡰜㖟
州,刕駲𠄓𠃕𠛏𣧓洲𠚴𢏝
修,脩羞條俢𢔜𠈅臹
愁,𢶲𢝲愀
拾,十摺拎㭘
洲,州
秀,繡琇𥝠
秋,秌鞦龝𥡌萩𤇫𥣨𥤚𪛁𥤛𥤠𧇸𪔁𪚼穐瞅䆋
終,终崇𠔾𠂂𢍐𢒣夊冬𡦿柊𣧩𣉉𣈩𣊜𤽘𤽫𤽬𦤒𦄖𪚪夂𣊂🈡㣠𤯚
繍,𬗷繡
習,习襲
臭,𦤀𣧁殠臰臭
臭,臭臰
舟,周輈𣍝𠂨丹
蒐,搜獀䕇集収
衆,众眾宗乑㐺𠍸𠱧𡿻𥅫
襲,袭習㦻𥫄𧟛𧟟褶
讐,仇讎
蹴,蹵踧𨉌踓蹙𨇳
輯,辑楫戢緝𨌖𨍾𨍣𨎵集
週,周
酋,揫遒就醔
酬,詶酧醻疇𨢫
集,𫡤亼𠓛𠍱輯雦雧蒐聚㯤
醜,丑媿魗𨢄𩳺𥆞
什,十䦹甚
住,駐𥩣𢥃往
充,𠘺𠑽𠘺
十,𠂇什拾
従,從从
戎,𠈋𢍻𢦦扔𢦛
柔,輮楘𣐱渘
汁,叶
渋,澁澀歮
獣,獸
縦,縱
重,湩動穜童𡍴𡒀𡔅𡔌𧝎緟𨤣𫟯𡍺
銃,铳衝𥒝
叔,菽淑𠁮𡬟𡬧𡭫𠦑尗掓𫝢𢆑𫝣
夙,𠈇𠉦𠘵𡖊𡖕𣦽𡖆
宿,㝛𪧐𫥻肅縮𠫗𡪴𡩤
淑,叔㳤𣻪
祝,築織注柷𥘱祩𩚶祝𥞏拀
祝,祝𥘱𩚶
縮,缩宿數𣩐𦟱𦄲
粛,肅
塾,𡔊𨶝𨷙
熟,𤍨毒孰𡒒𡦦𤒒𦏧𤒆𤋩
出,齣岀㞮咄
術,术述殺𧗱
述,鷸術𠰲䢤
俊,㑺儁畯駿雋𨶊舜蹲㑓㒞儶
峻,進畯𡋴埈𡍵𡺲𡼕𡿀陖𡻴𨻅𨺮
春,旾𬀴蠢𣆊㫩𣈤𣊨𧇶萅𦸬舂𢰦㫪萶
瞬,眴䀢瞚瞤𥋰
竣,𤶗𥪣踆
舜,俊𡐩䑞𡳈𡳉蕣
駿,骏允浚逡俊
准,準淮
循,紃巡揗遁偱
旬,徇均𠣚𠣙𠣡咰
楯,揗盾輴
殉,侚徇𣧔𣧬
淳,湻焞敦𠩭𣹾𤂸醇
準,准䪼凖埻綧𦎧
潤,润閐
盾,𠩮楯𥍿
純,纯肫焞緣𠄤𡗥㝄沌𥾑䣩緇諄𥾒䊷
巡,廵沿䡅循𡿽順巡𨑾
巡,巡
遵,尊僎𢍲𢕰𨗕𨗖𨘊
醇,醕鶉淳䣩𨣳𨣶䣨
順,顺慎訓㥧巡𠈼幁
処,處
初,𠫎𠜆𢀯𢀰𡔈𣦂䥚𥘉🈠冇祖𥝢
所,𫠦𢨷𠩄𫝂㪽数𢩇
暑,暑试暑
暑,暑
暑,暑
曙,龧暏𨽉
渚,瀦㵭濐渚
渚,渚
庶,庻𢉙遮𠦜𠩽𠪌𠪜𠪛𤈲謶𠪤庶
庶,庶
緒,绪紵緖
署,𦋧署
署,署𦋧
書,书𦘠書
書,書晝
薯,藷
藷,薯𫉄䅷𦺪蒣𧄔𧂤
諸,诸之者𢒕𣦁𧭷諸
諸,諸𢒕𣦁𧭷
助,㫑𠡎𦔳𧴧鋤𤋰托𢚆
叙,敍敘抒
女,如汝𠨰𡚬
序,杼野㘧䦽𨹘
徐,邪俱俆𨑦
恕,㣽
鋤,锄鉏耡助耝
除,儲𠀺煶
傷,伤揚喪壯慯
償,偿賞
勝,胜升伸騰𠙟𠅫𡕲𢾶𠢧🉇𠙠
匠,匞
升,昇陞𦫵勝阩𧿘𨁠𫝣𫝢㚈斗
召,𠮥𠮦𥃝邵佋
哨,悄𠱝
商,章賞常𠘾𠼬𠾃𠿧𡂦𡃬𡄚𡅟𠹧𥫐𧶜𧷞𨝗謪啇
唱,倡昌誯𪛋誦
嘗,尝嚐甞尚常當𡮢𠹉𨡔𨣛𩼝
奨,奬獎
妾,㛙
娼,倡
宵,小肖綃霄𣆺
将,將
将,將
小,𣥂少宵𡮐𡭔仦
少,𣥂小尐
尚,𫩠上掌當常嘗賞儻尙
庄,莊庒廡
床,牀𤴷
廠,厂厰𢉒
承,丞懲乘贈烝蒸繩𢌼氶𢪐𢪻拯𣴎
抄,劋鈔挱摷
招,昭韶嘲操𠰉
掌,尚常仉𣎴𤓯
捷,㨗接㨩𢱅𢳿𢶝疌插
昇,升陹曻陞
昌,猖菖倡唱𣅊𣆫芷
昭,招韶朝佋巶炤照𫞃懆㫥
晶,晿晟
松,鬆柗從庺枀梥㮤枩双悰𢱤
梢,箾旓綃𥳓萷䔠橚揱肖䈰䈾
樟,章
樵,𣛑蕉譙𣟶䕴𬋈𦿕藮𧄡爑
沼,𣳮
消,銷霄㴅𣱩痟逍硝
渉,涉
湘,鬺
焼,燒
焦,𤊙燋㸈𤓪𤓬𩵰礁譙鐎爑
照,炤𤈌𤋜昭𣉬𣊕𣊧曌㷖燳𢢤𥊐𥋫瞾眧
症,癥證
省,胜眚獮𡮀㗂𡞞渻𥄾䁞䚇𥅱𨵥𡨽
硝,消
礁,嶕焦
祥,詳翔常𢒑祥羏
祥,祥𢒑
称,稱穪橧
章,獐商嫜樟漳暲遧障
笑,咲关㗛𠺑𥬇
粧,妆𥺁妝裝
紹,绍佋綤𦀧𢇊𥿨
肖,俏宵霄梢
菖,昌
蒋,蔣
蕉,燋樵𣟼
衝,冲舂憧𧘂𢖜沖潼𤈭䡴銃
裳,常装
訟,讼䛇公容誦吅㕬𧧡䛦頌
証,證
詔,诏詺
詳,详祥翔佯𧨢
象,𤊱𧰼像𤩪𤉢相
賞,赏尚償商𧶜𬨑
醤,醬
鉦,钲
鍾,钟锺螤𦉂鐘斔
鐘,钟鈡鍾銿
障,瘴嶂墇㢓章鄣𩌬牆
鞘,削𤿨箾鞩韒
上,尚𠄞丄芷二
丈,𠀋杖支
丞,承㞼拯亟
乗,乘椉
冗,宂𠕶针𥑀冗冘
冗,冗
剰,剩
城,𩫨城
城,城
場,场㘯塲㙊
壌,壤
嬢,孃
常,尚長嘗祥掌商㦂裳
情,精請静啨𢚏
擾,扰㹛𢹎𢺕
条,條
杖,丈
浄,淨滌
状,狀
畳,疊疉疂叠
穣,穰
蒸,烝承䒱𩟘
譲,讓
醸,釀
錠,锭定
嘱,囑
埴,殖𡌴𡍠𡑌𡑠戠𢨀𢨒埴
埴,埴
飾,饰飭敕𩚍餙餝𩜓鉓
拭,式𢂑𢩮
植,殖志德㯰
殖,植直埴䐈
燭,烛孎矚爥曯
織,织𥿗幟祝𥿮𦀗綕𦁓𦁋𦃎
職,职耺𫟉直幟樴識聀軄
色,𢒸𣤻噻𠲅𣴊㐌
触,觸
食,蝕𩚁𩚃𩚀𠋑𨢁飼𠊊𩙿飠饣
蝕,蚀𤸐𤸤食𧐂豅泆
辱,溽𢛚𢟲𢟹𧗈
尻,𡰼𡱧胒㞍𫝲𦙷凥
伸,勝信𠈐敒抻搷申訷
信,伩申伸身㐰孞𡥪䚱訫
侵,寢㑴𢔀
唇,脣㖘𠵧𠸸
娠,震𡝌㛛
寝,寑寢
審,审潘寀𡩨讅宷
心,忄腎㣺𢖩
慎,愼昚順引𡴜𦚉㥲眘慎
慎,慎
振,祗震整侲榰袗𢈫𤚾𤚿
新,親𢀝𤗔𤗟𣂺𨐏薪🈟
晋,晉偻
榛,蓁𣐽𣘘樼𣝾㰉𦽥𦿒獉𣓀
浸,寢寖𡩻𡫏㴆湛𣷽𣹦𣹰𣼡𣽧濅䆮𥧲滲渗汛鮼𬥞𣺎浸
浸,浸
深,㴱𬉘淫𣵫𥥍𦸂
申,𦥔信神呻伸𠭙𠭜𢑚𤰶𤱓𦦀🈸田垠𤰶
疹,軫胗疢𤺋㾛𤵜
真,填𡙊眞𠤛真真
真,真
真,真
神,𥚞申𥙍𥛠𥛃𥜩神抻𥞁柛䰠𫋵
神,神𥙍𥚞𥛃𥛠𥜩
秦,𥘿螓𣜈𥠼𥢮𥣠
紳,绅𦁴𣃻𩉼𣃵
臣,𦣞𢘑𦣝
薪,新
親,亲新儭𢈥𡩁𡪔寴媇𢾉𧠍𧠸𧡘𧡿
診,诊畛胗𧠝覙𧦽𧧂𧦜𧭉
身,信𡰬𨊘𨈏𨈐𨈑
